60.8333	15.5000
99.5000	36.8333
175.5000	20.8333
247.5000	36.8333
304.8333	47.5000
355.5000	80.8333
358.1667	142.1667
420.8333	159.5000
458.1667	202.1667
488.8333	248.8333
562.1667	247.5000
627.5000	235.5000
696.8333	251.5000
752.8333	264.8333
779.5000	235.5000
840.8333	239.5000
878.1666	276.8333
935.5000	270.1667
938.1666	196.8333
919.5000	144.8333
944.8333	96.8333
994.1666	58.1667
1058.1666	46.1667
1100.8334	95.5000
1142.1667	138.1667
1191.5000	168.8333
1256.8334	190.1667
1328.8334	196.8333
1396.8334	194.1667
1464.8334	186.1667
1512.8334	163.5000
1575.5000	127.5000
1642.1667	123.5000
1695.5000	166.1667
1763.5000	91.5000
1739.5000	147.5000
1800.8334	48.8333
1858.1667	70.1667
1562.1667	506.1667
1516.8334	506.1667
1536.8334	550.1667
1588.8334	547.5000
1918.1667	570.1667
1871.5000	614.1667
1824.8334	651.5000
1795.5000	696.8333
1768.8334	743.5000
1731.5000	788.8333
1691.5000	755.5000
1643.5000	739.5000
1590.1667	752.8333
1548.8334	735.5000
1496.8334	748.8333
1498.1667	788.8333
1544.8334	828.8333
1520.8334	876.8333
1483.5000	920.8333
1428.8334	922.1667
1370.1667	910.1667
1316.8334	876.8333
1262.1667	815.5000
1226.1667	767.5000
1186.1667	735.5000
1151.5000	774.1667
1104.8334	786.1667
1108.8334	844.8333
1147.5000	890.1667
1166.1667	960.8333
1158.1667	1010.1667
1143.5000	1054.1666
1062.1666	1056.8334
1054.1666	1019.5000
1062.1666	974.1667
1022.1666	950.1667
978.1666	940.8333
936.8333	971.5000
894.1666	1012.8333
839.5000	1006.1667
799.5000	982.1667
782.1666	927.5000
738.1666	923.5000
723.5000	979.5000
668.8333	968.8333
624.8333	902.1667
572.8333	862.1667
534.1667	836.8333
482.1667	804.8333
438.1667	786.1667
399.5000	826.1667
368.8333	828.8333
324.8333	802.1667
304.8333	848.8333
248.8333	888.8333
194.1667	855.5000
156.8333	810.1667
124.8333	850.1667
118.1667	896.8333
112.8333	960.8333
58.1667	971.5000
14.1667	942.1667
