186.0000	29.0000
210.1667	71.5000
215.5000	123.5000
211.5000	188.8333
199.5000	238.1667
202.1667	288.8333
230.1667	320.8333
214.1667	372.8333
200.8333	420.8333
198.1667	476.8333
258.1667	498.1667
327.5000	474.1667
314.1667	435.5000
300.8333	372.8333
358.1667	324.8333
412.8333	292.8333
446.1667	270.1667
498.1667	302.1667
548.8334	290.1667
582.1666	243.5000
650.1666	182.1667
719.5000	127.5000
766.1667	74.1667
824.8333	38.1667
912.8333	19.5000
982.1667	62.1667
1022.1667	103.5000
1099.5000	110.1667
1136.8333	74.1667
1182.1667	42.1667
1244.8334	71.5000
1252.8334	147.5000
1243.5000	190.1667
1204.8333	171.5000
1174.1667	152.8333
1175.5000	198.1667
1231.5000	219.5000
1283.5000	208.8333
1288.8334	150.1667
1295.5000	95.5000
1355.5000	100.8333
1399.5000	146.1667
1482.1666	138.1667
1551.5000	111.5000
1591.5000	59.5000
1611.5000	16.8333
1906.1666	16.8333
1274.1666	316.8333
1234.1666	332.8333
1196.8333	360.8333
1215.5000	396.8333
1215.5000	447.5000
1172.8334	460.8333
1164.8334	508.8333
1195.5000	538.1666
1260.8334	564.8333
1259.5000	623.5000
1255.5000	690.1666
1319.5000	692.8333
1340.8334	638.1666
1364.8334	586.1666
1322.1666	531.5000
1342.1666	472.8333
1322.1666	430.1667
1308.8334	384.8333
1300.8334	343.5000
1554.1666	524.8333
1583.5000	484.8333
1632.8334	508.8333
1672.8334	539.5000
1679.5000	586.1666
1634.1666	588.8333
1590.1666	563.5000
1595.5000	240.8333
1596.8334	188.8333
1608.8334	143.5000
1644.8334	170.1667
1662.1666	214.1667
1674.1666	267.5000
1659.5000	311.5000
1636.8334	270.1667
1615.5000	710.1666
1576.8334	754.1666
1563.5000	802.1666
1606.1666	835.5000
1670.1666	800.8333
1711.5000	755.5000
1692.8334	718.1666
1655.5000	690.1666
3.5000	1042.1667
83.5000	1048.8334
172.8333	1052.8334
287.5000	1032.8334
338.1667	1006.1666
398.1667	968.8333
471.5000	980.8333
547.5000	948.8333
548.8333	878.1666
492.8333	826.1666
406.1667	852.8333
367.5000	806.1666
332.8333	734.1666
346.1667	698.1666
426.1667	712.8333
487.5000	696.8333
504.8333	651.5000
542.1667	616.8333
598.1667	600.8333
663.5000	584.8333
716.8333	595.5000
746.1667	675.5000
771.5000	730.1666
806.1667	780.8333
818.1667	832.8333
834.1667	903.5000
875.5000	971.5000
920.8333	1016.8333
952.8333	1067.5000
1399.5000	1070.1667
1482.1666	1063.5000
1522.1666	1044.8334
1566.1666	1068.8334
90.1667	106.1667
108.8333	50.1667
79.5000	35.5000
32.8333	64.8333
27.5000	95.5000
58.1667	122.1667
