170.0000	20.0000
218.1667	46.1667
296.8333	20.8333
386.1667	28.8333
427.5000	50.1667
474.1667	72.8333
504.8333	130.1667
563.5000	154.1667
620.8334	182.1667
686.1667	198.1667
743.5000	187.5000
766.1667	142.1667
795.5000	92.8333
851.5000	134.1667
868.8333	195.5000
915.5000	206.1667
964.8333	148.8333
1032.8333	150.1667
1063.5000	231.5000
1135.5000	223.5000
1224.8334	247.5000
1256.8334	206.1667
1210.1666	156.8333
1143.5000	142.1667
1167.5000	91.5000
1240.8334	67.5000
1282.1666	111.5000
1356.8334	139.5000
1430.1666	150.1667
1471.5000	196.8333
1443.5000	254.1667
1404.8334	311.5000
1403.5000	383.5000
1468.8334	371.5000
1482.1666	303.5000
1534.1666	259.5000
1548.8334	206.1667
1612.8334	231.5000
1650.1666	208.8333
1662.1666	131.5000
1723.5000	107.5000
1848.8334	52.8333
1908.8334	23.5000
1788.8334	86.1667
900.8333	478.1667
850.1667	458.1667
808.8333	474.1667
763.5000	487.5000
791.5000	531.5000
831.5000	594.1667
891.5000	600.8333
899.5000	540.8333
1132.8333	514.1666
1142.1667	572.8333
1182.1667	536.8333
1263.5000	559.5000
1292.8334	594.1667
927.5000	776.8333
884.8333	806.1667
935.5000	834.1667
242.1667	1068.8334
328.8333	992.8333
300.8333	942.1667
334.1667	914.1667
390.1667	891.5000
415.5000	840.8333
484.8333	824.8333
531.5000	858.1667
566.1666	912.8333
622.1666	955.5000
664.8334	1014.1667
722.1667	1051.5000
1000.8333	1074.1666
1078.1667	1058.1666
1143.5000	1015.5000
1166.1667	978.1667
1171.5000	912.8333
1146.1667	858.1667
1160.8333	819.5000
1224.8334	838.1667
1287.5000	844.8333
1322.1666	895.5000
1358.1666	958.1667
1419.5000	982.1667
1484.8334	982.1667
1558.1666	1004.8333
1632.8334	1026.1667
1688.8334	1010.1667
1751.5000	1032.8333
1814.1666	1056.8334
296.8333	1034.1667
1138.1667	351.5000
