108.0000	49.0000
90.1667	112.8333
36.8333	114.1667
32.8333	63.5000
80.8333	30.1667
174.1667	14.1667
215.5000	58.1667
216.8333	119.5000
210.1667	168.8333
207.5000	222.1667
239.5000	243.5000
255.5000	187.5000
296.8333	128.8333
346.1667	68.8333
383.5000	27.5000
414.1667	68.8333
474.1667	102.1667
504.8333	142.1667
546.1666	156.8333
570.1666	110.1667
579.5000	46.1667
640.8333	8.8333
763.5000	7.5000
812.8333	43.5000
900.8333	67.5000
960.8333	116.8333
987.5000	175.5000
1062.1667	154.1667
1126.1667	130.1667
1190.1667	192.8333
1235.5000	260.8333
1271.5000	331.5000
1312.8334	392.8333
1388.8334	427.5000
1423.5000	364.8333
1511.5000	371.5000
1567.5000	319.5000
1604.8334	232.8333
1620.8334	155.5000
1618.1667	54.1667
1620.8334	11.5000
1911.5000	12.8333
1662.1667	1071.5000
1611.5000	1034.1666
1562.1667	979.5000
1499.5000	959.5000
1443.5000	974.1667
1399.5000	1014.1667
1339.5000	1031.5000
1276.8334	1042.1666
1208.8334	1046.1666
1162.1667	1071.5000
1046.1666	1066.1666
1036.8334	1012.8333
1026.1666	951.5000
970.1666	931.5000
894.1666	924.8333
855.5000	948.8333
819.5000	983.5000
756.8333	980.8333
708.8333	991.5000
671.5000	1035.5000
611.5000	1028.8333
563.5000	1004.8333
500.8333	991.5000
435.5000	974.1667
376.8333	972.8333
346.1667	1004.8333
294.1667	1030.1667
244.8333	1040.8334
192.8333	1054.1666
135.5000	1066.1666
75.5000	1047.5000
6.1667	1042.1666
247.5000	863.5000
278.1667	831.5000
328.8333	822.1667
362.1667	852.8333
346.1667	899.5000
287.5000	896.8333
220.8333	412.8333
204.8333	364.8333
259.5000	364.8333
259.5000	406.1667
324.8333	376.8333
310.1667	423.5000
328.8333	475.5000
342.1667	528.8333
371.5000	576.8333
396.8333	642.1667
410.1667	706.1667
438.1667	743.5000
472.8333	718.1667
486.1667	656.8333
554.1667	667.5000
634.1667	679.5000
688.8334	695.5000
716.8334	740.8333
792.8334	711.5000
876.8334	724.8333
930.1667	676.8333
959.5000	619.5000
1042.1666	646.1667
1076.8333	610.1667
1034.1666	563.5000
971.5000	531.5000
952.8334	470.1667
896.8334	476.8333
828.8334	506.1667
788.8334	552.8333
726.1667	588.8333
663.5000	608.8333
611.5000	606.1667
638.1667	548.8333
607.5000	514.1666
552.8334	495.5000
522.1667	451.5000
531.5000	396.8333
564.8334	324.8333
539.5000	310.1667
491.5000	351.5000
442.1667	355.5000
390.1667	359.5000
348.8333	348.8333
710.1667	176.8333
760.8334	140.8333
731.5000	90.1667
691.5000	104.8333
695.5000	142.1667
1119.5000	772.8333
1146.1666	818.1667
1227.5000	742.1667
1186.1666	246.1667
